state,00,01,02,10,11,12,20,21,22
"[[-1, 0, -1], [0, 0, 0], [0, 1, 0]]",,-3.0,,-1.5,-4.5,-2.0,-2.0,,-3.0
"[[-1, 0, 0], [-1, 0, 0], [0, 1, 0]]",,-2.5,-2.0,,-3.5,-2.5,-7.0,,-5.0
"[[-1, 0, 0], [0, -1, 0], [0, 1, 0]]",,-0.5,-0.5,-0.5,,-1.0,-3.5,,-1.5
"[[-1, 0, 0], [0, 0, -1], [0, 1, 0]]",,-9.5,-3.0,-1.5,-3.5,,-4.5,,-4.5
"[[-1, 0, 0], [0, 0, 0], [-1, 1, 0]]",,-3.0,-1.5,-0.5,-2.0,-1.5,,,-1.5
"[[-1, 0, 0], [0, 0, 0], [0, 1, -1]]",,-5.0,-1.5,-1.5,-3.0,-2.5,-1.5,,
"[[-1, -1, 0], [0, 0, 0], [0, 0, 1]]",,,-8.0,-3.5,-4.0,-6.5,-8.5,-7.0,
"[[-1, 0, -1], [0, 0, 0], [0, 0, 1]]",,-1.0,,0.0,-1.0,0.0,-2.0,-2.5,
"[[-1, 0, 0], [-1, 0, 0], [0, 0, 1]]",,-3.0,-7.0,,-3.5,-6.0,-11.0,-4.0,
"[[-1, 0, 0], [0, -1, 0], [0, 0, 1]]",,-1.5,-4.0,-1.5,,-4.0,-5.5,-6.0,
"[[-1, 0, 0], [0, 0, -1], [0, 0, 1]]",,-1.5,-2.5,-1.0,-1.5,,-5.0,-5.0,
"[[-1, 0, 0], [0, 0, 0], [-1, 0, 1]]",,-1.0,-3.5,-1.0,-1.5,-2.0,,-1.0,
"[[-1, 0, 0], [0, 0, 0], [0, -1, 1]]",,0.0,-3.5,0.0,-4.5,-3.5,-1.0,,
"[[1, -1, -1], [0, 0, 0], [0, 0, 0]]",,,,-7.0,-12.5,-6.0,-11.0,-6.0,-16.0
"[[1, -1, 0], [-1, 0, 0], [0, 0, 0]]",,,-5.5,,-6.5,-3.0,-4.0,-3.0,-9.5
"[[1, -1, 0], [0, -1, 0], [0, 0, 0]]",,,-1.0,-7.5,,-1.0,-4.0,-1.0,-4.0
"[[1, -1, 0], [0, 0, -1], [0, 0, 0]]",,,-8.5,-9.0,-17.0,,-15.0,-9.0,-10.5
"[[1, -1, 0], [0, 0, 0], [-1, 0, 0]]",,,-3.5,-1.5,-6.5,-3.0,,-1.0,-8.5
"[[1, -1, 0], [0, 0, 0], [0, -1, 0]]",,,-6.5,-11.5,-20.5,-5.5,-15.0,,-12.5
"[[1, -1, 0], [0, 0, 0], [0, 0, -1]]",,,-1.5,-9.5,-3.5,-1.5,-8.0,-1.0,
"[[0, -1, 1], [-1, 0, 0], [0, 0, 0]]",-4.5,,,,-9.0,-8.0,-10.0,-5.0,-11.0
"[[0, -1, 1], [0, -1, 0], [0, 0, 0]]",-0.5,,,-0.5,,-4.5,-1.0,-1.5,-8.5
"[[0, -1, 1], [0, 0, -1], [0, 0, 0]]",-7.0,,,-5.0,-10.0,,-12.0,-5.0,-6.5
"[[0, -1, 1], [0, 0, 0], [-1, 0, 0]]",-2.5,,,-1.5,-3.0,-11.5,,-0.5,-4.5
"[[0, -1, 1], [0, 0, 0], [0, -1, 0]]",-5.0,,,-4.5,-11.0,-7.0,-13.0,,-7.0
"[[0, -1, 1], [0, 0, 0], [0, 0, -1]]",-2.0,,,-2.0,-7.5,-1.5,-6.0,-1.5,
"[[0, -1, -1], [1, 0, 0], [0, 0, 0]]",-11.0,,,,-8.0,-6.5,-7.5,-5.5,-5.5
"[[0, -1, 0], [1, -1, 0], [0, 0, 0]]",-5.5,,-2.0,,,-2.5,-8.0,-3.0,-2.5
"[[0, -1, 0], [1, 0, -1], [0, 0, 0]]",-18.0,,-5.5,,-6.0,,-14.5,-6.0,-6.0
"[[0, -1, 0], [1, 0, 0], [-1, 0, 0]]",-4.5,,-2.0,,-10.5,-5.0,,-1.5,-5.0
"[[0, -1, 0], [1, 0, 0], [0, -1, 0]]",-15.5,,-12.5,,-24.5,-17.0,-15.0,,-12.0
"[[0, -1, 0], [1, 0, 0], [0, 0, -1]]",-11.5,,-3.5,,-6.0,-9.5,-9.0,-2.5,
"[[0, -1, -1], [0, 1, 0], [0, 0, 0]]",-9.5,,,-1.5,,-4.5,-2.0,-2.0,-5.0
"[[0, -1, 0], [-1, 1, 0], [0, 0, 0]]",-10.0,,-8.0,,,-3.5,-7.0,-3.0,-12.0
"[[0, -1, 0], [0, 1, -1], [0, 0, 0]]",-5.0,,-12.0,-3.0,,,-10.0,-3.5,-8.5
"[[0, -1, 0], [0, 1, 0], [-1, 0, 0]]",-8.0,,-4.0,-4.5,,-9.0,,-5.0,-8.5
"[[0, -1, 0], [0, 1, 0], [0, -1, 0]]",-23.0,,-22.5,-22.5,,-23.0,-25.0,,-24.5
"[[0, -1, 0], [0, 1, 0], [0, 0, -1]]",-4.0,,-9.0,-9.5,,-12.5,-7.5,-4.0,
"[[0, -1, -1], [0, 0, 1], [0, 0, 0]]",-4.5,,,-4.0,-9.0,,-2.0,-2.0,-2.5
"[[0, -1, 0], [-1, 0, 1], [0, 0, 0]]",-3.5,,-14.5,,-4.5,,-6.5,-3.0,-18.5
"[[0, -1, 0], [0, -1, 1], [0, 0, 0]]",0.0,,-5.0,-1.5,,,-2.5,-2.0,-6.5
"[[0, -1, 0], [0, 0, 1], [-1, 0, 0]]",-4.5,,-5.0,-7.5,-13.5,,,-4.0,-12.0
"[[0, -1, 0], [0, 0, 1], [0, -1, 0]]",-15.0,,-17.0,-19.5,-24.5,,-14.5,,-20.0
"[[0, -1, 0], [0, 0, 1], [0, 0, -1]]",-1.0,,-2.0,-10.0,-11.0,,-3.5,0.0,
"[[0, -1, -1], [0, 0, 0], [1, 0, 0]]",-12.0,,,-13.0,-3.5,-3.5,,-7.0,-9.0
"[[0, -1, 0], [-1, 0, 0], [1, 0, 0]]",-9.5,,-18.0,,-14.0,-9.5,,-13.5,-16.0
"[[0, -1, 0], [0, -1, 0], [1, 0, 0]]",-5.5,,-2.5,-3.5,,-2.5,,-13.5,-12.5
"[[0, -1, 0], [0, 0, -1], [1, 0, 0]]",-9.5,,-11.0,-11.0,-10.0,,,-9.5,-10.5
"[[0, -1, 0], [0, 0, 0], [1, -1, 0]]",-5.0,,-5.0,-6.0,-8.5,-5.5,,,-4.5
"[[0, -1, 0], [0, 0, 0], [1, 0, -1]]",-6.5,,-11.5,-5.5,-10.0,-4.5,,-4.0,
"[[0, -1, -1], [0, 0, 0], [0, 1, 0]]",-5.5,,,-2.0,-3.0,-1.5,-7.0,,-16.0
"[[0, -1, 0], [-1, 0, 0], [0, 1, 0]]",-5.0,,-7.0,,-7.0,-4.5,-21.0,,-18.0
"[[0, -1, 0], [0, -1, 0], [0, 1, 0]]",-9.0,,-6.0,-7.0,,-7.0,-25.5,,-15.0
"[[0, -1, 0], [0, 0, -1], [0, 1, 0]]",-5.5,,-4.0,-4.5,-8.5,,-20.0,,-16.0
"[[0, -1, 0], [0, 0, 0], [-1, 1, 0]]",-1.5,,-1.0,-1.0,-3.5,-3.5,,,-2.0
"[[0, -1, 0], [0, 0, 0], [0, 1, -1]]",-1.5,,-2.5,-1.5,-2.0,-1.5,-2.5,,
"[[0, -1, -1], [0, 0, 0], [0, 0, 1]]",-16.5,,,-6.0,-9.0,-6.0,-12.5,-8.0,
"[[0, -1, 0], [-1, 0, 0], [0, 0, 1]]",-10.0,,-8.5,,-9.5,-9.5,-8.0,-8.0,
"[[0, -1, 0], [0, -1, 0], [0, 0, 1]]",-2.0,,-5.5,-2.0,,-7.0,-7.0,-6.0,
"[[0, -1, 0], [0, 0, -1], [0, 0, 1]]",-21.0,,-7.0,-7.0,-16.5,,-19.5,-8.5,
"[[0, -1, 0], [0, 0, 0], [-1, 0, 1]]",-7.0,,-9.0,-6.0,-9.0,-10.0,,-4.5,
"[[0, -1, 0], [0, 0, 0], [0, -1, 1]]",-6.0,,-8.0,-3.0,-7.5,-4.5,-3.5,,
"[[1, 0, -1], [-1, 0, 0], [0, 0, 0]]",,-1.5,,,-4.5,-2.0,-2.0,-2.0,-4.0
"[[1, 0, -1], [0, -1, 0], [0, 0, 0]]",,-0.5,,-11.0,,-0.5,-7.0,-1.0,-1.0
"[[1, 0, -1], [0, 0, -1], [0, 0, 0]]",,-2.0,,-1.5,-6.5,,-5.0,-2.0,-3.5
"[[1, 0, -1], [0, 0, 0], [-1, 0, 0]]",,-0.5,,-2.0,-4.0,-1.0,,-0.5,-12.0
"[[1, 0, -1], [0, 0, 0], [0, -1, 0]]",,-2.0,,-5.5,-6.0,-4.0,-5.0,,-5.0
"[[1, 0, -1], [0, 0, 0], [0, 0, -1]]",,-0.5,,-5.5,-1.5,-3.5,-1.0,-1.0,
"[[0, 1, -1], [-1, 0, 0], [0, 0, 0]]",-3.0,,,,-14.0,-2.0,-2.0,-13.0,-5.0
"[[0, 1, -1], [0, -1, 0], [0, 0, 0]]",-1.5,,,-1.0,,0.0,-1.0,-0.5,-0.5
"[[0, 1, -1], [0, 0, -1], [0, 0, 0]]",-2.5,,,-1.0,-4.0,,-1.0,-5.0,-2.5
