state,00,01,02,10,11,12,20,21,22
"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",-5.0,-4.75,-4.75,-3.25,19.0,17.625,17.375,-4.25,-3.4375
"[[-1, 0, 0], [0, 0, 0], [0, 0, 0]]",,0.0,0.375,0.0,3.5,0.0,0.25,0.375,0.375
"[[0, -1, 0], [0, 0, 0], [0, 0, 0]]",0.75,,0.0,0.0,0.0,0.25,0.0,0.125,1.5
"[[0, 0, -1], [0, 0, 0], [0, 0, 0]]",0.25,0.0,,2.0,0.0,0.0,0.0,0.0,0.25
"[[0, 0, 0], [-1, 0, 0], [0, 0, 0]]",0.375,0.0,0.0,,1.125,0.5,0.25,0.5,8.125
"[[0, 0, 0], [0, -1, 0], [0, 0, 0]]",0.0,0.125,89.25,0.25,,0.0,0.0,0.0,0.0
"[[0, 0, 0], [0, 0, -1], [0, 0, 0]]",0.0,0.25,0.125,0.0,0.25,,5.875,0.25,0.25
"[[0, 0, 0], [0, 0, 0], [-1, 0, 0]]",0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.25
"[[0, 0, 0], [0, 0, 0], [0, -1, 0]]",0.0,0.0,0.25,0.0,0.0,0.0,0.0,,0.0
"[[0, 0, 0], [0, 0, 0], [0, 0, -1]]",0.25,0.0,0.5,0.25,0.125,0.125,4.375,0.75,
"[[-1, 1, 0], [0, 0, 0], [0, 0, 0]]",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[-1, 0, 1], [0, 0, 0], [0, 0, 0]]",,0.0,,0.0,0.0,0.5,-2.0,0.0,0.0
"[[-1, 0, 0], [1, 0, 0], [0, 0, 0]]",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
"[[-1, 0, 0], [0, 1, 0], [0, 0, 0]]",,-0.5,0.0,-0.5,,0.0,-0.5,-1.5,-4.0
"[[-1, 0, 0], [0, 0, 1], [0, 0, 0]]",,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
"[[-1, 0, 0], [0, 0, 0], [1, 0, 0]]",,0.0,0.0,0.0,0.0,0.0,,-2.0,0.0
"[[-1, 0, 0], [0, 0, 0], [0, 1, 0]]",,0.5,0.0,0.0,0.0,-0.5,0.0,,0.0
"[[-1, 0, 0], [0, 0, 0], [0, 0, 1]]",,0.0,0.25,0.0,0.0,0.5,0.0,0.0,
"[[1, -1, 0], [0, 0, 0], [0, 0, 0]]",,,-0.5,0.0,0.0,0.0,-1.5,0.0,0.125
"[[0, -1, 1], [0, 0, 0], [0, 0, 0]]",0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"[[0, -1, 0], [1, 0, 0], [0, 0, 0]]",0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
"[[0, -1, 0], [0, 1, 0], [0, 0, 0]]",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
"[[0, -1, 0], [0, 0, 1], [0, 0, 0]]",0.0,,0.0,0.0,0.0,,0.0,0.0,-2.0
"[[0, -1, 0], [0, 0, 0], [1, 0, 0]]",0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
"[[0, -1, 0], [0, 0, 0], [0, 1, 0]]",0.0,,0.0,0.0,0.0,0.125,0.0,,0.0
"[[0, -1, 0], [0, 0, 0], [0, 0, 1]]",0.0,,0.0,0.0,0.0,0.0,-2.0,-2.0,
"[[1, 0, -1], [0, 0, 0], [0, 0, 0]]",,0.0,,0.0,0.0,0.0,-0.5,0.0,0.0
"[[0, 1, -1], [0, 0, 0], [0, 0, 0]]",0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"[[0, 0, -1], [1, 0, 0], [0, 0, 0]]",0.0,0.0,,,-1.0,-2.0,0.0,-2.0,0.0
"[[0, 0, -1], [0, 1, 0], [0, 0, 0]]",0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
"[[0, 0, -1], [0, 0, 1], [0, 0, 0]]",0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
"[[0, 0, -1], [0, 0, 0], [1, 0, 0]]",0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
"[[0, 0, -1], [0, 0, 0], [0, 1, 0]]",0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
"[[0, 0, -1], [0, 0, 0], [0, 0, 1]]",0.0,0.0,,0.0,0.0,0.0,0.0,0.25,
"[[1, 0, 0], [-1, 0, 0], [0, 0, 0]]",,0.0,0.0,,0.0,0.0,0.0,0.5,-2.0
"[[0, 1, 0], [-1, 0, 0], [0, 0, 0]]",0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
"[[0, 0, 1], [-1, 0, 0], [0, 0, 0]]",0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
"[[0, 0, 0], [-1, 1, 0], [0, 0, 0]]",0.5,0.5,-0.5,,,0.0,0.0,0.0,0.125
"[[0, 0, 0], [-1, 0, 1], [0, 0, 0]]",0.0,0.0,0.0,,0.0,,-1.0,0.0,0.0
"[[0, 0, 0], [-1, 0, 0], [1, 0, 0]]",0.0,0.0,0.0,,0.0,0.0,,-2.0,0.0
"[[0, 0, 0], [-1, 0, 0], [0, 1, 0]]",-1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
"[[0, 0, 0], [-1, 0, 0], [0, 0, 1]]",0.5,-4.0,1.125,,0.0,0.0,-1.5,-0.75,
"[[1, 0, 0], [0, -1, 0], [0, 0, 0]]",,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
"[[0, 1, 0], [0, -1, 0], [0, 0, 0]]",0.5,,0.0,0.0,,0.0,0.0,0.0,0.0
"[[0, 0, 1], [0, -1, 0], [0, 0, 0]]",-2.0,0.0,,0.0,,109.75,109.5,-0.5,0.0
"[[0, 0, 0], [1, -1, 0], [0, 0, 0]]",0.0,0.0,0.0,,,0.0,0.0,-0.5,0.0
"[[0, 0, 0], [0, -1, 1], [0, 0, 0]]",0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
"[[0, 0, 0], [0, -1, 0], [1, 0, 0]]",0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
"[[0, 0, 0], [0, -1, 0], [0, 1, 0]]",0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
"[[0, 0, 0], [0, -1, 0], [0, 0, 1]]",0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
"[[1, 0, 0], [0, 0, -1], [0, 0, 0]]",,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
"[[0, 1, 0], [0, 0, -1], [0, 0, 0]]",0.5,,0.0,0.0,0.125,,0.0,0.0,0.0
